"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000036061",5.95002725009526,-0.0792903009621423,1.04971981870647,-0.0755347279808901,0.939789267516142,0.999946065340253
"ENSMUSG00000009575",60.7586961400062,-0.0707877519571332,0.370846436676136,-0.190881575111245,0.848618375686705,0.999946065340253
"ENSMUSG00000046434",84.1967183324445,0.00366156690965543,0.334740781863864,0.0109385145403184,0.991272502172962,0.999946065340253
"ENSMUSG00000060992",38.8547700702913,-0.0575136524583286,0.449240111298804,-0.12802430373381,0.898129739704192,0.999946065340253
"ENSMUSG00000000552",31.3585166728792,-0.228024137406325,0.492085294241233,-0.463383360719862,0.643089603322986,0.999946065340253
"ENSMUSG00000000555",2.96792038562293,-0.552937803602272,1.46580057618765,-0.377225805873532,0.706005804167613,NA
"ENSMUSG00000022488",6.18349516311765,0.0464473197778102,1.04264677026863,0.0445475122565654,0.964467980238924,0.999946065340253
"ENSMUSG00000022489",81.3696451739348,0.0890376881946688,0.332447951080083,0.267824445617415,0.788834453024617,0.999946065340253
"ENSMUSG00000022490",49.6774745939143,-0.25010657495158,0.414162382756562,-0.603885300463391,0.545919902378554,0.999946065340253
"ENSMUSG00000022529",5.9490726101852,0.158590186202146,1.05430277830511,0.150421861220071,0.880431794736145,0.999946065340253
"ENSMUSG00000039789",3.00788432871028,-1.08518310952363,1.50622313866443,-0.720466364954309,0.471237901694148,NA
"ENSMUSG00000005982",32.0772079313395,0.283402884068599,0.482862699639905,0.586922295468147,0.557255895130569,0.999946065340253
"ENSMUSG00000005983",2.71248763401887,-0.858531385170079,1.57572657015617,-0.544847945976433,0.585858099820954,NA
"ENSMUSG00000014232",12.0920588570266,-0.126048112051402,0.745616782899287,-0.169052139037524,0.865755630507112,0.999946065340253
"ENSMUSG00000039738",9.32992557435192,0.705332938741492,0.851423733978543,0.828415876364644,0.407435018368353,0.999946065340253
"ENSMUSG00000005981",32.3007545907423,-0.256156171235983,0.489366335661031,-0.523444611060077,0.600664886416205,0.999946065340253
"ENSMUSG00000022521",26.8802470971171,0.271760942014299,0.521335872974284,0.521278039939722,0.602173096566615,0.999946065340253
"ENSMUSG00000005580",7.60137084178345,-0.142428735479153,0.973816889267565,-0.146258230935261,0.883717538093185,0.999946065340253
"ENSMUSG00000005718",2.74999732409716,-2.24169358394622,1.73295174576369,-1.29356953500072,0.195814151191116,NA
"ENSMUSG00000014303",7.10033421857952,0.0428576665270224,0.982623265559378,0.043615562575373,0.965210846361376,0.999946065340253
"ENSMUSG00000014301",17.4679704484659,-0.00682771950795249,0.696119119707135,-0.00980826314729724,0.992174263741961,0.999946065340253
"ENSMUSG00000039637",37.9648967330447,0.420371122553553,0.462783341509,0.908354050046069,0.363691194434858,0.999946065340253
"ENSMUSG00000039646",6.61538742006113,0.478630965475482,1.00151887454203,0.477905087604411,0.632717760144273,0.999946065340253
"ENSMUSG00000004069",31.798175421587,-0.131478117049223,0.486897676374509,-0.270032336215328,0.787135376643235,0.999946065340253
"ENSMUSG00000063445",5.67168095398344,-0.191544206982523,1.06879610730979,-0.179214918236042,0.857768950304143,0.999946065340253
"ENSMUSG00000004070",28.6608898633825,0.476571642289775,0.535300717792904,0.890287695213123,0.373311426525249,0.999946065340253
